PROTEIN,TYPE,GENE
K11891,BGL,bglu_1g03990 bglu_2g01480 bglu_2g02210 bglu_2g06000 bglu_2g07350 bglu_2g10950
K11891,BGP,BGL_1c03680(icmF1) BGL_1c13480(icmF2) BGL_2c02950(icmF1) BGL_2c20110(icmF2)
K11891,BGU,KS03_1325 KS03_3427 KS03_3494 KS03_4825 KS03_5180 KS03_5315
K11891,BUG,BC1001_0185 BC1001_5647
K11891,BGE,BC1002_4281 BC1002_5462 BC1002_6248
K11891,BGF,BC1003_0980 BC1003_3107 BC1003_4187 BC1003_5745
K11891,BGD,bgla_1g04200 bgla_2g04030 bgla_4p2350
K11891,BGO,BM43_1807 BM43_7160
K11891,BYI,BYI23_C000150(imcF) BYI23_C002030 BYI23_C003710 BYI23_D001450(icmF) BYI23_D003520
K11891,BUK,MYA_0403 MYA_4077 MYA_4716 MYA_5761
K11891,BPX,BUPH_00475 BUPH_06113 BUPH_06575
K11891,BUO,BRPE64_CCDS04580
K11891,BUE,BRPE67_CCDS08490 BRPE67_CCDS10190
K11891,BUL,BW21_4155 BW21_4440 BW21_5042 BW21_552 BW21_5991
K11891,BUB,BW23_1256 BW23_4480 BW23_4520 BW23_5253 BW23_5847 BW23_5873
K11891,BFN,OI25_2690 OI25_4171 OI25_5924
K11891,PPUL,RO07_20875
K11891,POX,MB84_02355
K11891,BPA,BPP0730
K11891,BPAR,BN117_0762
K11891,BBR,BB0816
K11891,BBM,BN115_0785
K11891,BBH,BN112_2624
K11891,BBX,BBS798_0789
K11891,BPT,Bpet2461 Bpet4102
K11891,BAV,BAV0282
K11891,BHZ,ACR54_00335
K11891,AXY,AXYL_05712 AXYL_06383
K11891,AXO,NH44784_051531
K11891,AXN,AX27061_3290
K11891,AXS,LH59_15540
K11891,TEQ,TEQUI_0714
K11891,TEA,KUI_0088
K11891,TEG,KUK_1099
K11891,TAS,TASI_0088
K11891,TAT,KUM_1253
K11891,PUT,PT7_0355 PT7_2326
K11891,AMIM,MIM_c06530
K11891,AAV,Aave_1473
K11891,AAA,Acav_1512
K11891,DAC,Daci_3846
K11891,DEL,DelCs14_2976
K11891,VAP,Vapar_0213 Vapar_0516
K11891,VPE,Varpa_0553 Varpa_2921 Varpa_3270 Varpa_5542
K11891,VPD,VAPA_1c02480(icmF1) VAPA_1c05940(icmF2)
K11891,RTA,Rta_31530
K11891,JAG,GJA_2545 GJA_3413 GJA_5375
K11891,HSE,Hsero_0758
K11891,HHT,F506_18420
K11891,CFU,CFU_0058
K11891,CARE,LT85_2332 LT85_3565
K11891,MNR,ACZ75_00145
K11891,LCH,Lcho_4057
K11891,RGE,RGE_25890(icmF) RGE_32190
K11891,AZO,azo1302 azo3890(imcF)
K11891,AZA,AZKH_1748
K11891,AZI,AzCIB_3628
K11891,DAR,Daro_2188
K11891,MEP,MPQ_1231(icmF)
K11891,HHE,HH0252
K11891,HCP,HCN_1361
K11891,HCB,HCBAA847_1434
K11891,CJL,PJ17_05085
K11891,CLM,UPTC16712_0853
K11891,CLN,UPTC3659_1016
K11891,CPEL,CPEL_0901
K11891,CSM,CSUB8521_0925
K11891,CSF,CSUB8523_1081
K11891,ANT,Arnit_1753
K11891,ARC,ABLL_2179
K11891,GSU,GSU3166(tssM)
K11891,GSK,KN400_3105(tssM)
K11891,GME,Gmet_0274(tssM)
K11891,GBM,Gbem_3045(tssM)
K11891,GEM,GM21_1205
K11891,GEB,GM18_3033
K11891,GPI,GPICK_01965
K11891,GSB,GSUB_05390
K11891,PCA,Pcar_2811(tssM)
K11891,DES,DSOUD_3259(tssM)
K11891,DSA,Desal_0435
K11891,DAF,Desaf_2238
K11891,DHY,DESAM_21896
K11891,DSF,UWK_02707
K11891,MXA,MXAN_4804
K11891,MFU,LILAB_31980
K11891,MSD,MYSTI_03166 MYSTI_04774
K11891,CCX,COCOR_04151
K11891,SUR,STAUR_1815
K11891,AGE,AA314_03867 AA314_05714 AA314_08437
K11891,SCL,sce4985 sce9344
K11891,SCU,SCE1572_30330
K11891,CCRO,CMC5_030490 CMC5_076190 CMC5_083360
K11891,SAMY,DB32_005970
K11891,PACA,ID47_06010
K11891,CAQ,IM40_07540
K11891,MLO,mlr2349 mlr2360
K11891,MCI,Mesci_6366 Mesci_6378
K11891,SFD,USDA257_c28520
K11891,ATU,Atu4332(impL)
K11891,ATF,Ach5_44990(impL)
K11891,AVI,Avi_6041(impL)
K11891,AGR,AGROH133_09387
K11891,REC,RHECIAT_PB0000227 RHECIAT_PC0000950
K11891,REL,REMIM1_PF00464
K11891,REI,IE4771_PD00455 IE4771_PD00629
K11891,REP,IE4803_PB00316 IE4803_PC00443 IE4803_PC00618
K11891,RLE,pRL120464(impL)
K11891,RLB,RLEG3_07625
K11891,RLU,RLEG12_10645
K11891,RGA,RGR602_PC01404 RGR602_PC01615
K11891,NGG,RG540_PA11560(tssM)
K11891,BJA,blr3601
K11891,BJU,BJ6T_33700
K11891,BJP,RN69_16340
K11891,AZC,AZC_2597(imcF)
K11891,MNO,Mnod_3048
K11891,MSL,Msil_2352 Msil_2881
K11891,CHEL,AL346_04500
K11891,RSP,RSP_3487
K11891,RSH,Rsph17029_3131
K11891,RSK,RSKD131_3652
K11891,JAN,Jann_3035
K11891,PDE,Pden_2453
K11891,PAMI,JCM7686_pAMI6p142
K11891,PSF,PSE_1855(icmF) PSE_2844(icmF)
K11891,LMD,METH_23390
K11891,SSAN,NX02_18605
K11891,ACR,Acry_2088
K11891,AMV,ACMV_23340
K11891,AZL,AZL_017980 AZL_a01590
K11891,ALI,AZOLI_0999 AZOLI_p30483
K11891,ABS,AZOBR_30026 AZOBR_p1100001 AZOBR_p1150011
K11891,ABQ,ABAZ39_00860 ABAZ39_21400 ABAZ39_21735 ABAZ39_21740 ABAZ39_29750
K11891,TMO,TMO_a0077
K11891,ACM,AciX9_4011
K11891,GMA,AciX8_2883
K11891,TSA,AciPR4_1077
K11891,SUS,Acid_0223
K11891,GAU,GAU_3865
K11891,GBA,J421_5500
K11891,RBA,RB9685
K11891,SACI,Sinac_2415
K11891,NDE,NIDE1973
K11891,LFC,LFE_2289
K11892,ECE,Z0255
K11892,ECS,ECs0224
K11892,ECF,ECH74115_0238
K11892,ETW,ECSP_0227
K11892,ELX,CDCO157_0221
K11892,EOJ,ECO26_0225
K11892,EOI,ECO111_0224
K11892,EOH,ECO103_0219 ECO103_3360
K11892,EOK,G2583_0231
K11892,ELR,ECO55CA74_01085
K11892,ECC,c3388
K11892,ECP,ECP_0230 ECP_2803
K11892,ECI,UTI89_C0243 UTI89_C3193
K11892,ECV,APECO1_1766(aec26) APECO1_3715
K11892,ECX,EcHS_A0230
K11892,ECW,EcE24377A_0232 EcE24377A_3126
K11892,ECY,ECSE_0220
K11892,ECR,ECIAI1_0233
K11892,ECQ,ECED1_0231
K11892,ECK,EC55989_0224 EC55989_3285 EC55989_3337
K11892,EUM,ECUMN_0220
K11892,ECZ,ECS88_0238 ECS88_3086
K11892,ELO,EC042_0216 EC042_4527 EC042_4575
K11892,ELN,NRG857_01110 NRG857_13800
K11892,ESE,ECSF_2608
K11892,ESO,O3O_04920 O3O_21220
K11892,ESM,O3M_04470 O3M_20360
K11892,ESL,O3K_04425 O3K_20460
K11892,EKO,EKO11_0951 EKO11_3698
K11892,EKF,KO11_01070 KO11_08870
K11892,EAB,ECABU_c30910
K11892,EIH,ECOK1_0227 ECOK1_3196
K11892,ENA,ECNA114_28561
K11892,ELU,UM146_02480 UM146_16205
K11892,EUN,UMNK88_233
K11892,ELW,ECW_m0223(etsU) ECW_m3031
K11892,ELL,WFL_01070 WFL_14790
K11892,ELC,i14_3110
K11892,ELD,i02_3110
K11892,ELF,LF82_019 LF82_429
K11892,ECOL,LY180_01105 LY180_14330
K11892,ECOI,ECOPMV1_00232 ECOPMV1_03078
K11892,ECOJ,P423_15410
K11892,EFE,EFER_1968
K11892,STY,STY0305
K11892,STT,t2581
K11892,SEX,STBHUCCB_27360
K11892,SENT,TY21A_13105
K11892,STM,STM0282
K11892,SEO,STM14_0330
K11892,SEV,STMMW_02871
K11892,SEY,SL1344_0277(sciP)
K11892,SEM,STMDT12_C02770
K11892,SEJ,STMUK_0285
K11892,SEB,STM474_0294
K11892,SEF,UMN798_0306(sciP)
K11892,SETU,STU288_13335
K11892,SETC,CFSAN001921_15995
K11892,SEEN,SE451236_07425
K11892,SENR,STMDT2_02781(sciP)
K11892,SEND,DT104_02811(sciP)
K11892,SENI,CY43_01410
K11892,SPT,SPA2482
K11892,SEK,SSPA2317
K11892,SEI,SPC_0290
K11892,SEC,SC0275
K11892,SEH,SeHA_C0320
K11892,SHB,SU5_0924
K11892,SENH,CFSAN002069_07730
K11892,SEEH,SEEH1578_10505
K11892,SEE,SNSL254_A0308
K11892,SENN,SN31241_12720
K11892,SEW,SeSA_A0314
K11892,SEA,SeAg_B1103
K11892,SENS,Q786_05140
K11892,SED,SeD_A0303 SeD_A1222
K11892,SEG,SG1035
K11892,SEL,SPUL_1912
K11892,SEGA,SPUCDC_1898
K11892,SEEC,CFSAN002050_07950
K11892,SEEP,I137_08675
K11892,SENE,IA1_01495
K11892,SENC,SEET0819_08340
K11892,SES,SARI_02630 SARI_02731
K11892,SBG,SBG_1235
K11892,SBZ,A464_1426
K11892,SBV,N643_05890 N643_13440
K11892,YPE,YPO0514 YPO0975 YPO1468 YPO3598
K11892,YPK,y0276 y2703 y3366 y3659
K11892,YPA,YPA_0287 YPA_0762 YPA_2122 YPA_3401 YPA_3581
K11892,YPN,YPN_0389 YPN_2224 YPN_2511 YPN_3173 YPN_3574
K11892,YPM,YP_1359 YP_3464 YP_3665 YP_3952
K11892,YPP,YPDSF_0204 YPDSF_0541 YPDSF_1508 YPDSF_2039 YPDSF_3120
K11892,YPG,YpAngola_A0173 YpAngola_A1938 YpAngola_A2952
K11892,YPZ,YPZ3_0499 YPZ3_0759 YPZ3_1337 YPZ3_2579 YPZ3_3089
K11892,YPT,A1122_00105 A1122_02505 A1122_07390 A1122_12435 A1122_18585
K11892,YPD,YPD4_0452 YPD4_0715 YPD4_1303 YPD4_2565 YPD4_3077
K11892,YPX,YPD8_0452 YPD8_0714 YPD8_1289 YPD8_2560 YPD8_3249
K11892,YPH,YPC_0821 YPC_1467 YPC_2689 YPC_4423
K11892,YPW,CH59_1346 CH59_2351 CH59_3608 CH59_369 CH59_889
K11892,YPJ,CH55_1070 CH55_2256 CH55_2257 CH55_2605 CH55_3566 CH55_4149
K11892,YPV,BZ15_2084 BZ15_2599 BZ15_3056 BZ15_4040 BZ15_804
K11892,YPL,CH46_1391 CH46_2380 CH46_3657 CH46_399 CH46_4171
K11892,YPS,YPTB0655 YPTB1486 YPTB2661 YPTB3249 YPTB3630
K11892,YPO,BZ17_1031 BZ17_1902 BZ17_2968 BZ17_3361 BZ17_3977
K11892,YPI,YpsIP31758_0321 YpsIP31758_0729 YpsIP31758_0780 YpsIP31758_1372 YpsIP31758_2508 YpsIP31758_3422
K11892,YPY,YPK_0394 YPK_0801 YPK_1484 YPK_3551
K11892,YPB,YPTS_0678 YPTS_1593 YPTS_2758 YPTS_3383 YPTS_3814
K11892,YPQ,DJ40_1714 DJ40_2776 DJ40_3189 DJ40_3250 DJ40_3882 DJ40_734
K11892,YPU,BZ21_1958 BZ21_2528 BZ21_2952 BZ21_4037 BZ21_822
K11892,YPR,BZ20_1440 BZ20_2477 BZ20_2866 BZ20_2912 BZ20_3548 BZ20_483
K11892,YPC,BZ23_1100 BZ23_131 BZ23_2242 BZ23_2810 BZ23_3240
K11892,YPF,BZ19_2025 BZ19_2607 BZ19_2655 BZ19_3101 BZ19_9 BZ19_921
K11892,YEN,YE2686
K11892,YEP,YE105_C1601
K11892,YEY,Y11_15651
K11892,YEL,LC20_00903
K11892,YEW,CH47_2034
K11892,YET,CH48_3198
K11892,YEF,FORC2_2663
K11892,YEE,YE5303_31141
K11892,YSI,BF17_05835 BF17_11560 BF17_22790
K11892,YAL,AT01_1873 AT01_4081
K11892,YFR,AW19_2467 AW19_2526
K11892,YIN,CH53_2553 CH53_3410
K11892,YKR,CH54_3261 CH54_3319
K11892,YRO,CH64_1903 CH64_3137
K11892,YAK,ACZ76_05525
K11892,SSN,SSON_0244
K11892,SSJ,SSON53_01240
K11892,ECA,ECA3437
K11892,PATR,EV46_17020
K11892,PATO,GZ59_34520
K11892,PCT,PC1_3247
K11892,PCC,PCC21_032340
K11892,PCV,BCS7_14595
K11892,PWA,Pecwa_1078 Pecwa_2465
K11892,PEC,W5S_0970 W5S_2438
K11892,ETA,ETA_06130 ETA_18630
K11892,EPY,EpC_06170(vasF) EpC_19520(vasF)
K11892,EPR,EPYR_00648 EPYR_02109
K11892,EAM,EAMY_1623 EAMY_3025 EAMY_3225
K11892,EAY,EAM_0370 EAM_0574 EAM_1603
K11892,EBI,EbC_04080 EbC_05790 EbC_18410
K11892,ERJ,EJP617_04820(vasF) EJP617_27670(vasF)
K11892,PLU,plu0364 plu2289 plu4225
K11892,PAY,PAU_00280 PAU_02270 PAU_03058 PAU_03787 PAU_03835
K11892,PTT,VY86_00065 VY86_03340 VY86_10090 VY86_11345 VY86_11865 VY86_19705 VY86_22385
K11892,ENC,ECL_01535(impK) ECL_01804
K11892,ENO,ECENHK_13235 ECENHK_15880
K11892,ECLO,ENC_07200 ENC_08930
K11892,EEC,EcWSU1_02695(ytxE)
K11892,ENL,A3UG_13485
K11892,ECLA,ECNIH3_09190 ECNIH3_11460 ECNIH3_12590
K11892,ECLC,ECR091_09165 ECR091_11400 ECR091_12525
K11892,ECLG,EC036_26080
K11892,ECLE,ECNIH2_13075
K11892,ECLN,ECNIH4_09750
K11892,ECLI,ECNIH5_09180 ECNIH5_10365 ECNIH5_12535
K11892,ECLX,LI66_11940 LI66_12895
K11892,ECLY,LI62_13770 LI62_14580
K11892,ECLZ,LI64_11775 LI64_12630
K11892,EAS,Entas_1922 Entas_3852 Entas_4616
K11892,EAU,DI57_03345 DI57_05985
K11892,EAE,EAE_19430 EAE_21995
K11892,EAR,CCG29534 CCG30000
K11892,ENR,H650_00765 H650_11245
K11892,ESA,ESA_03946 ESA_pESA3p05494
K11892,CSK,ES15_2195(vasF) ES15_2814(impK1) ES15_3850(impK2)
K11892,CSZ,CSSP291_00635 CSSP291_18240
K11892,CSI,P262_00047
K11892,CSJ,CSK29544_00879 CSK29544_03330
K11892,CCON,AFK62_00390 AFK62_14140
K11892,CTU,CTU_00670 CTU_12200 CTU_19310
K11892,KPN,KPN_01325
K11892,KPU,KP1_2396 KP1_3386
K11892,KPM,KPHS_23000 KPHS_32760
K11892,KPP,A79E_1966 A79E_2837
K11892,KPK,A593_00880 A593_21460
K11892,KPH,KPNIH24_12135 KPNIH24_16705
K11892,KPZ,KPNIH27_11120 KPNIH27_15575
K11892,KPV,KPNIH29_11390 KPNIH29_16315
K11892,KPW,KPNIH30_11985 KPNIH30_16635
K11892,KPY,KPNIH31_11040
K11892,KPG,KPNIH32_11825 KPNIH32_16525
K11892,KPC,KPNIH10_11530 KPNIH10_16110
K11892,KPQ,KPR0928_11540 KPR0928_16085
K11892,KPT,VK055_0183 VK055_1103
K11892,KPE,KPK_0946 KPK_2042 KPK_3066
K11892,KPO,KPN2242_09765 KPN2242_14315
K11892,KPR,KPR_2381 KPR_3183 KPR_4180
K11892,KPJ,N559_2001 N559_2928
K11892,KPI,D364_06890 D364_11555
K11892,KPA,KPNJ1_02161 KPNJ1_03102
K11892,KPS,KPNJ2_02121 KPNJ2_03097
K11892,KPX,PMK1_00652 PMK1_03723 PMK1_04629
K11892,KPB,FH42_02910 FH42_07445
K11892,KPNE,KU54_009985 KU54_014675
K11892,KPNU,LI86_09940 LI86_14610
K11892,KVA,Kvar_2972
K11892,KVD,KR75_19330
K11892,KVQ,SP68_00340 SP68_04950
K11892,KOX,KOX_18790 KOX_22520 KOX_26040
K11892,KOE,A225_2629 A225_3377 A225_4107
K11892,KOK,KONIH1_12880 KONIH1_16555
K11892,KOM,HR38_17155 HR38_20820 HR38_24170
K11892,KMI,VW41_06625
K11892,CRO,ROD_27711(cts1U) ROD_34141(cts2U)
K11892,CFD,CFNIH1_02185 CFNIH1_08870
K11892,CAMA,F384_16450
K11892,SPE,Spro_1786 Spro_2999
K11892,SMAF,D781_1679 D781_2773
K11892,SMW,SMWW4_v1c30100(impK) SMWW4_v1c31460
K11892,SMAR,SM39_2473
K11892,SMAC,SMDB11_2254
K11892,SERF,L085_12915 L085_13800
K11892,SERS,SERRSCBI_14500 SERRSCBI_15160
K11892,SFW,WN53_18575
K11892,SFO,Z042_07960 Z042_15495 Z042_16095
K11892,PMR,PMI0741
K11892,PMIB,BB2000_0813(tssI)
K11892,EIC,NT01EI_2750
K11892,ETR,ETAE_2442(evpN)
K11892,ETD,ETAF_2212(evpN)
K11892,ETE,ETEE_0474(evpN) ETEE_3970 ETEE_4103
K11892,ETC,ETAC_09430 ETAC_11565
K11892,EDW,QY76_08135 QY76_10055 QY76_10715
K11892,EDL,AAZ33_09730 AAZ33_10375 AAZ33_12745
K11892,DDC,Dd586_1298
K11892,DDD,Dda3937_00809
K11892,DZE,Dd1591_2799
K11892,DZC,W909_06610
K11892,XBO,XBJ1_0271 XBJ1_2106
K11892,XBV,XBW1_0229
K11892,XNE,XNC1_2522 XNC1_4545
K11892,XNM,XNC2_2423 XNC2_4391
K11892,XDO,XDD1_1894 XDD1_2040 XDD1_3757
K11892,XPO,XPG1_0233 XPG1_1836
K11892,PAM,PANA_1656(yiaD) PANA_2370(ytxE) PANA_4148
K11892,PLF,PANA5342_1724 PANA5342_2558(dotU)
K11892,PAJ,PAJ_1007(yiaD) PAJ_1671(ytxE) PAJ_p0138
K11892,PAQ,PAGR_g1658 PAGR_g2451
K11892,PVA,Pvag_1024 Pvag_1089
K11892,PAO,Pat9b_2331 Pat9b_2522 Pat9b_3463
K11892,KLN,LH22_10045 LH22_11045
K11892,PANT,PSNIH1_03570 PSNIH1_14850
K11892,PANP,PSNIH2_09120 PSNIH2_15075
K11892,RAH,Rahaq_4566 Rahaq_4929
K11892,RAQ,Rahaq2_0580 Rahaq2_4875 Rahaq2_4990
K11892,RAA,Q7S_23351 Q7S_25181
K11892,PSI,S70_09565 S70_15580
K11892,PSX,DR96_1268
K11892,EBT,EBL_c11510
K11892,RON,TE10_17860
K11892,CNT,JT31_02200
K11892,CEM,LH23_10670 LH23_15960
K11892,CEN,LH86_15040
K11892,CED,LH89_05185
K11892,PGE,LG71_05640 LG71_07930 LG71_15815 LG71_22695
K11892,HAV,AT03_05070 AT03_08730
K11892,KSA,C813_01430 C813_19215
K11892,KIN,AB182_15215 AB182_20650
K11892,PFQ,QQ39_05580 QQ39_08355 QQ39_14870
K11892,EBF,D782_3642
K11892,PSTS,E05_14380 E05_34830(ytxE) E05_34840 E05_34850(ytxE)
K11892,AAP,NT05HA_1859
K11892,XCV,XCV2137 XCV4210
K11892,XAC,XAC4120
K11892,XCI,XCAW_00179
K11892,XCT,J151_04299
K11892,XCU,J159_04248
K11892,XCN,J169_04296
K11892,XCW,J162_04254
K11892,XCR,J163_04248
K11892,XCM,J164_04249
K11892,XCF,J172_04289
K11892,XCJ,J158_04252
K11892,XFU,XFF4834R_chr39890
K11892,XAX,XACM_2115 XACM_3987
K11892,XAO,XAC29_20750
K11892,XOO,XOO3039 XOO3485 XOO3494
K11892,XOM,XOO_2892 XOO_3298
K11892,XOP,PXO_00251(ompA) PXO_02041
K11892,XOY,AZ54_06345 AZ54_06375 AZ54_08780
K11892,XOR,XOC_1328 XOC_1338 XOC_1349 XOC_2529
K11892,XOZ,BE73_12230 BE73_16565 BE73_16610 BE73_16685
K11892,XTN,FD63_06510 FD63_13835
K11892,FAU,Fraau_1797
K11892,DJA,HY57_13665
K11892,VCH,VCA0115
K11892,VCF,IR04_00510
K11892,VCE,Vch1786_II0909
K11892,VCJ,VCD_000129
K11892,VCO,VC0395_0022
K11892,VCR,VC395_A0108
K11892,VCM,VCM66_A0113
K11892,VCI,O3Y_14013
K11892,VCL,VCLMA_B0103
K11892,VCQ,EN18_04300
K11892,VCS,MS6_A0098
K11892,VCX,VAA049_1793
K11892,VCZ,VAB027_914
K11892,VVU,VV2_0442
K11892,VVY,VVA0992
K11892,VVM,VVMO6_03912
K11892,VVL,VV93_v1c39380(impK)
K11892,VPA,VP1414 VPA1040
K11892,VPB,VPBB_1329 VPBB_A0946
K11892,VPK,M636_04595 M636_14770
K11892,VPF,M634_23120
K11892,VPH,VPUCM_20947
K11892,VHA,VIBHAR_05851
K11892,VCA,M892_22465
K11892,VAG,N646_3998 N646_4411
K11892,VSP,VS_1319 VS_II0985(vasF)
K11892,VEX,VEA_000015 VEA_000429
K11892,VFU,vfu_B00781 vfu_B01184
K11892,VNI,VIBNI_A1430 VIBNI_B0345
K11892,VAN,VAA_02842 VAA_03023
K11892,LAG,N175_07415 N175_17380
K11892,VAU,VANGNB10_cI1475c VANGNB10_cII0078(vtsF)
K11892,VCY,IX92_06555 IX92_19650
K11892,VCT,JV59_19650 JV59_31970
K11892,VTU,IX91_05020 IX91_07105 IX91_23830
K11892,VFI,VF_0994
K11892,VFM,VFMJ11_1076 VFMJ11_A0808
K11892,VSA,VSAL_I1114(vasF) VSAL_I1182(vasF-1)
K11892,AWD,AWOD_II_0119(vasF) AWOD_II_1011(vasF-1) AWOD_I_0984(vasF)
K11892,PPR,PBPRA0661
K11892,PAE,PA0078 PA1668 PA2362
K11892,PAEV,N297_1714 N297_2436 N297_84
K11892,PAEI,N296_1714 N296_2436 N296_84
K11892,PAU,PA14_00925 PA14_34110 PA14_42910
K11892,PAP,PSPA7_0149 PSPA7_2900 PSPA7_3604
K11892,PAG,PLES_00791 PLES_29411 PLES_36591
K11892,PAF,PAM18_0080 PAM18_2679 PAM18_3379
K11892,PNC,NCGM2_0082 NCGM2_2566 NCGM2_3372
K11892,PAEB,NCGM1900_0075 NCGM1900_4169 NCGM1900_4899
K11892,PDK,PADK2_00410 PADK2_13460 PADK2_17365
K11892,PSG,G655_00400 G655_13240 G655_16845
K11892,PRP,M062_00405 M062_08875 M062_12315
K11892,PAER,PA1R_gp0162 PA1R_gp3592 PA1R_gp5248
K11892,PAEM,U769_00415 U769_13425 U769_17390 U769_22725
K11892,PAEL,T223_00405 T223_15040 T223_18725
K11892,PAES,SCV20265_0079 SCV20265_2957 SCV20265_3743
K11892,PAEU,BN889_00123 BN889_01787 BN889_02586(dotU3)
K11892,PAEG,AI22_03495 AI22_16315 AI22_20045
K11892,PAEC,M802_1711 M802_2433 M802_84
K11892,PAEO,M801_1713 M801_84
K11892,PPU,PP_2616 PP_3092 PP_3385 PP_4081
K11892,PPF,Pput_2119 Pput_2372 Pput_2630
K11892,PPG,PputGB1_2558 PputGB1_2772 PputGB1_2859 PputGB1_3232
K11892,PPW,PputW619_2502 PputW619_3258
K11892,PPT,PPS_2166 PPS_2844
K11892,PPI,YSA_00343 YSA_10457 YSA_11158
K11892,PPX,T1E_0046 T1E_0419 T1E_2451 T1E_5158
K11892,PPUH,B479_11255 B479_14130 B479_17380
K11892,PPUT,L483_12795 L483_13820
K11892,PPUN,PP4_24470 PP4_27760 PP4_28970
K11892,PPUD,DW66_2424 DW66_3101 DW66_3121
K11892,PFV,Psefu_0257
K11892,PMON,X969_09155 X969_13610 X969_13700
K11892,PMOT,X970_08815 X970_13255 X970_13345
K11892,PMOS,O165_025350
K11892,PPJ,RK21_01819 RK21_02671
K11892,PST,PSPTO_2553 PSPTO_5419
K11892,PSB,Psyr_4961
K11892,PSYR,N018_10945 N018_25060
K11892,PSP,PSPPH_0126
K11892,PCI,PCH70_21190 PCH70_24100 PCH70_25660
K11892,PFL,PFL_6082(tssL)
K11892,PPRC,PFLCHA0_c60410
K11892,PPRO,PPC_6035(tssL1)
K11892,PFO,Pfl01_3403 Pfl01_5578
K11892,PFS,PFLU_3545 PFLU_6014
K11892,PFE,PSF113_2420(dotU3) PSF113_5793(impK) PSF113_5818(impK3)
K11892,PFC,PflA506_2418(tssL2) PflA506_5296(tssL1)
K11892,PFN,HZ99_05060
K11892,PFW,PF1751_v1c29750(tssL) PF1751_v1c54270(tssL)
K11892,PFB,VO64_0654 VO64_2907 VO64_5390
K11892,PFF,PFLUOLIPICF708860 PFLUOLIPICF721315
K11892,PPZ,H045_06835 H045_20375
K11892,PMAN,OU5_3580
K11892,PTV,AA957_15060 AA957_27390
K11892,PEN,PSEEN0534
K11892,PMY,Pmen_0103 Pmen_2317
K11892,PMK,MDS_0015
K11892,PSZ,PSTAB_0111
K11892,PSR,PSTAA_0107
K11892,PSC,A458_20900
K11892,PSJ,PSJM300_03985
K11892,PSH,Psest_4245
K11892,PSTU,UIB01_21620
K11892,PSTT,CH92_03045
K11892,PBM,CL52_19975
K11892,PBA,PSEBR_a3313 PSEBR_a5553
K11892,PBC,CD58_12560 CD58_29040
K11892,PPUU,PputUW4_03087(tssL)
K11892,PDR,H681_03830 H681_14865
K11892,PRE,PCA10_01560
K11892,PSV,PVLB_09925
K11892,PSK,U771_18880 U771_31090
K11892,PCH,EY04_18225 EY04_30190
K11892,PCZ,PCL1606_01210
K11892,PCP,JM49_00895 JM49_12870
K11892,PSW,LK03_04725 LK03_15770
K11892,PPV,NJ69_05045 NJ69_20405
K11892,PSES,PSCI_1911(tssL1) PSCI_4590 PSCI_5036(tssL2)
K11892,PSEM,TO66_30965
K11892,PSEC,CCOS191_2040 CCOS191_5042
K11892,AVN,Avin_50770
K11892,AVL,AvCA_26720 AvCA_50770
K11892,AVD,AvCA6_26720 AvCA6_50770
K11892,ACB,A1S_1310
K11892,ABM,ABSDF2237
K11892,ABY,ABAYE2401
K11892,ABC,ACICU_01310
K11892,ABN,AB57_1493
K11892,ABB,ABBFA_002225
K11892,ABX,ABK1_1758
K11892,ABZ,ABZJ_01468
K11892,ABR,ABTJ_02400
K11892,ABD,ABTW07_1482
K11892,ABH,M3Q_1679
K11892,ABJ,BJAB07104_01473
K11892,ABAB,BJAB0715_01494
K11892,ABAJ,BJAB0868_01423
K11892,ABAZ,P795_10840
K11892,ABK,LX00_06475
K11892,ABAU,IX87_03905
K11892,ABW,BL01_13205
K11892,ABAL,ABLAC_21360
K11892,ACC,BDGL_000655
K11892,ACD,AOLE_12195
K11892,ACI,ACIAD2697
K11892,SFR,Sfri_2374
K11892,SBB,Sbal175_2045
K11892,SWD,Swoo_2521
K11892,PSM,PSM_B0207
K11892,PSEO,OM33_07735
K11892,MAQ,Maqu_3725
K11892,MHC,MARHY3626
K11892,MAD,HP15_3468
K11892,MARI,ACP86_07885
K11892,PIN,Ping_0016
K11892,PSY,PCNPT3_08425
K11892,MVS,MVIS_2814(mts2-H) MVIS_3014(mts1-H)
K11892,SDE,Sde_1523
K11892,TTU,TERTU_1663
K11892,SAGA,M5M_04415
K11892,MMT,Metme_3443
K11892,MAH,MEALZ_1927(ompA)
K11892,FPZ,LA55_935
K11892,FNA,OOM_1452
K11892,FNL,M973_05000
K11892,FRF,LO80_01630
K11892,FGU,SD28_07285
K11892,PSAL,PSLF89_3115
K11892,TIG,THII_1005
K11892,TVI,Thivi_2301
K11892,AEH,Mlg_0053
K11892,HHA,Hhal_0164
K11892,HHC,M911_00030
K11892,HCH,HCH_04299
K11892,CSA,Csal_2263
K11892,HEL,HELO_2915
K11892,HAM,HALO0930
K11892,ADI,B5T_02189
K11892,KKO,Kkor_2500
K11892,MMW,Mmwyl1_1204
K11892,MME,Marme_0784 Marme_3675
K11892,MPC,Mar181_0666 Mar181_2485
K11892,TOL,TOL_0369
K11892,TOR,R615_01695
K11892,OAI,OLEAN_C26070
K11892,GSN,YC6258_01775 YC6258_05487
K11892,AHA,AHA_1840
K11892,AHJ,V469_13130
K11892,AHI,VU14_13025
